"","PitchNo","PAofGame","PAofInning","PitchofPA","Pitcher","PitcherThrows","BatterId","BatterSide","PitcherSet","Inning","InningTop","Outs","Balls","Strikes","TaggedPitchType","AutoPitchType","PitchCall","KorBB","HitType","PlayResult","OutsOnPlay","RunsScored","Notes","Release.Speed","VertRelAngle","HorzRelAngle","SpinRate","SpinAxis","Tilt","RelHeight","RelSide","Extension","VertBreak","InducedVertBreak","HorzBreak","PlateLocHeight","PlateLocSide","ZoneSpeed","VertApprAngle","HorzApprAngle","ZoneTime","ExitSpeed","Angle","Direction","HitSpinRate","PositionAt110X","PositionAt110Y","PositionAt110Z","Distance","LastTrackedDistance","Bearing","HangTime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","PitchCount","K","BB","Hit","OutYorN"
"266",166,48,1,5,"Pitcher Z","Right",596129,"Left","Windup",7,0,0,2,2,"Fastball","Fastball","FoulBall","","","",0,0,NA,93.95935321,-2.102917971,-2.794858297,2337.547728,221.4115637,"1:30",6.029044133,2.279993673,5.61476891,-17.77761963,14.00982918,12.38271194,2.581882552,0.701613541,86.2846139,-5.410779142,-0.484053386,0.405788145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.336398822,8.023013778,-2.049437637,50,5.837986844,6.218502539,-136.5340633,-5.660937441,-13.9249995,28.507576,-16.94580572,71,0,0,0,0
"267",167,48,1,6,"Pitcher Z","Right",596129,"Left","Windup",7,0,0,2,2,"Fastball","Fastball","InPlay","","FlyBall","Out",1,0,NA,95.12843394,-1.843258057,-3.335305112,2321.904056,212.9888479,"1:00",5.959608224,2.16798374,5.678116794,-14.48675511,16.65256312,10.82869849,3.030752401,-0.042008402,86.70477331,-4.554087918,-1.307272716,0.401629929,98.29986337,23.50335686,5.083657661,2135.013159,109.7875266,44.15746914,6.828014156,356.6515797,348.7741072,2.170647763,4.23617981,-6.735338723,9.433791614,-1.893700368,50,5.795093591,7.66097982,-138.1326105,-4.973469971,-12.99953089,31.07532973,-13.96637251,72,0,0,0,1
"268",168,49,2,1,"Pitcher Z","Right",592637,"Right","Windup",7,0,1,0,0,"Curveball","Curveball","StrikeCalled","","","",0,0,NA,80.8356474,0.106461206,-1.631956587,2639.80468,64.70594135,"8:15",6.041558511,2.474838798,5.232945982,-46.58294249,-3.144235395,-6.567041678,2.259747955,0.393329467,74.90835279,-8.460956815,-2.848082481,0.474362079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.028616284,-1.68152612,-2.31991375,50,6.016994271,3.566782179,-117.5722426,-1.321183348,4.264944532,21.02831282,-34.54199978,73,0,0,0,0
"269",169,49,2,2,"Pitcher Z","Right",592637,"Right","Windup",7,0,1,0,1,"Slider","Slider","InPlay","","FlyBall","Out",1,0,NA,87.45405451,-1.580980466,-2.257728892,2470.439404,194.6406675,"12:30",6.089110998,2.368701369,5.668140749,-29.62222724,7.036517981,1.847214124,2.145151429,0.416703669,80.45740442,-7.088578365,-1.912323976,0.435772998,87.48541404,28.4872942,-10.96353332,2901.582462,108.5103812,53.78533375,-18.039972,327.1577619,321.6209314,-5.205125698,4.592505493,-1.598322211,4.189989902,-2.17933934,50,5.936993042,4.951724244,-127.1548597,-4.496587034,-2.623713625,25.42740796,-25.29600262,74,0,0,0,1
"270",170,50,3,1,"Pitcher Z","Right",542963,"Left","Windup",7,0,2,0,0,"Fastball","Fastball","InPlay","","GroundBall","Out",1,0,NA,92.97681399,-1.670730411,-3.224047329,2177.123191,228.7187316,"1:30",5.942544551,2.296776889,5.640950147,-20.18259547,12.36677194,14.12094449,2.699362284,0.463089923,85.07588973,-5.435947979,-0.583598369,0.410622549,83.98281581,-4.739115367,21.78229697,NA,NA,NA,NA,22.78710831,21.00868016,20.15338741,0.184244995,-8.425211328,7.06395036,-2.031996965,50,5.787754086,7.107271859,-135.0550368,-4.660649529,-15.58809516,28.93634548,-19.10452114,75,0,0,0,1
"271",185,54,1,1,"Pitcher Z","Right",642066,"Right","Windup",8,0,0,0,0,"Fastball","Fastball","BallCalled","","","",0,0,NA,91.50590997,-1.000173196,-2.379279708,2191.976645,208.6996443,"1:00",6.077570016,2.139964017,5.514759777,-16.86657363,17.10576468,9.382481862,3.735998414,0.696026739,82.94264077,-4.158222112,-0.620206198,0.419502196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.711945699,9.416811725,-1.938994842,50,5.979310485,5.191715794,-132.9374045,-2.91939729,-10.1487365,30.3947484,-15.44266735,76,0,0,0,0
"272",186,54,1,2,"Pitcher Z","Right",642066,"Right","Windup",8,0,0,1,0,"Slider","Slider","InPlay","","Popup","Out",1,0,NA,85.17588702,-1.326400102,-2.14171891,2340.356891,175.9595639,"11:45",5.967163966,2.527821323,5.466621197,-32.5670039,6.514617584,-0.462762349,2.010911989,0.484102999,78.10759049,-7.369368938,-2.228105401,0.449943317,60.69140469,86.26236309,-145.7612893,NA,NA,NA,NA,41.66453571,3.493647029,-143.6557033,5.06059021,-0.359154725,3.836578472,-2.339247651,50,5.828534034,4.644814452,-123.7887326,-3.95408466,-0.556434052,25.06598643,-26.23008414,77,0,0,0,1
"273",187,55,2,1,"Pitcher Z","Right",623188,"Left","Windup",8,0,1,0,0,"Curveball","Curveball","BallCalled","","","",0,0,NA,76.31765155,0.167727828,-3.014131899,2661.028507,22.12946195,"6:45",5.852449427,2.589779626,5.078683113,-52.07912275,-3.257869377,-1.30616868,1.670837367,-0.362724512,71.28543997,-9.33436579,-3.254209438,0.502893452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.046036365,-1.741755288,-2.303263108,50,5.827657293,5.882813069,-110.927497,-1.345989833,-0.058099324,17.45105195,-34.37219788,78,0,0,0,0
"274",188,55,2,2,"Pitcher Z","Right",623188,"Left","Windup",8,0,1,1,0,"Fastball","Fastball","InPlay","","LineDrive","Double",0,0,NA,91.76808629,-2.255192677,-3.6309937,2020.705893,232.6863762,"1:45",5.932121237,2.481418405,5.562291503,-20.46906317,12.95244363,17.03535757,2.114393928,0.504662172,84.36645366,-6.055978583,-0.458384165,0.416087368,98.17422086,19.55003685,-11.5529136,2256.232544,106.7352308,35.44979817,-26.59940361,348.91207,348.91207,-17.86725147,3.769522705,-10.00695794,7.478079855,-2.179222032,50,5.72381467,7.848656856,-133.2270465,-5.984859027,-18.10397044,26.85971901,-18.6451682,79,0,0,1,0
"275",189,56,3,1,"Pitcher Z","Right",642094,"Right","Stretch",8,0,1,0,0,"Fastball","Fastball","StrikeCalled","","","",0,0,NA,93.96507705,-3.276975187,-3.921405826,2220.453492,221.739985,"1:30",5.918715653,2.395281646,5.742020926,-15.13224371,16.91133007,15.11551012,1.596354646,-0.001606868,85.444918,-6.110747553,-1.083690323,0.407419669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.258333618,10.03692445,-2.078274633,50,5.636409589,8.807017452,-136.1845033,-8.344551594,-17.31099615,31.13034626,-13.40726311,80,0,0,0,0
"276",190,56,3,2,"Pitcher Z","Right",642094,"Right","Stretch",8,0,1,0,1,"Curveball","Curveball","InPlay","","GroundBall","Out",1,0,NA,80.21844807,-0.994195066,-2.371138544,2667.548172,84.23924952,"8:45",5.913113615,2.387188338,5.571745355,-44.41742455,-0.646144516,-5.996870263,1.282228841,-0.32837721,74.19851565,-9.205310856,-3.489773166,0.476174508,68.70301628,-3.794763501,-37.46543953,NA,NA,NA,NA,18.79151889,17.17746901,-31.78213893,0.168209839,2.546067736,-0.071664458,-2.179185503,50,5.79857243,5.014702911,-116.623641,-3.400081365,3.511314008,21.65487905,-32.27288191,81,0,0,0,1
"277",191,57,4,1,"Pitcher Z","Right",543706,"Right","Stretch",8,0,2,0,0,"Fastball","Fastball","BallCalled","","","",0,0,NA,92.96498296,-3.016815761,-4.965736017,2288.339158,214.6637583,"1:15",5.878228005,2.378391854,5.790926804,-15.98220701,16.69084459,11.56291879,1.727139031,-1.288460343,84.72395353,-6.007147177,-2.801541316,0.411401971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.624734518,9.830509926,-1.976095124,50,5.619519892,11.29920314,-134.6136336,-7.669671146,-13.96646417,29.69567608,-14.16719673,82,0,0,0,0
"278",192,57,4,2,"Pitcher Z","Right",543706,"Right","Stretch",8,0,2,1,0,"Fastball","Fastball","InPlay","","FlyBall","Out",1,0,NA,94.19757423,-1.899064257,-3.149184193,2301.002299,218.4092437,"1:15",5.928788832,2.374073942,5.662636239,-14.41182987,17.74368021,14.09209979,2.953827765,0.609222006,84.76434986,-4.613738291,-0.491445992,0.408130659,80.46637681,25.99731533,-8.186610407,2666.922155,109.1900129,44.66204887,-13.32437615,286.2004452,279.7098424,-3.36915919,3.828862915,-8.574662424,10.13471103,-2.116646805,50,5.759174336,7.02230687,-136.6666372,-5.046555029,-15.98192051,34.20081464,-13.2844249,83,0,0,0,1
