Rk,Player,From,To,Tm,Lg,POS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,WS
175,A.J. Price,2010,2012,IND,NBA,PG,150,3,2228,5.1,13.7,3.1,7.1,2.1,6.6,2.3,3.1,0.7,2.9,3.6,4.9,1.4,0.1,2.3,2.3,14.6,0.375,0.437,0.309,0.45,0.743,0.485,2.2
305,Adonis Thomas,2014,2014,TOT,NBA,SF,6,1,37,5.8,13.6,4.9,8.8,1,4.9,1,1,0,2.9,2.9,2.9,0,0,1,5.8,13.6,0.429,0.556,0.2,0.464,1,0.485,0
101,Alec Burks,2012,2014,UTA,NBA,SG,201,12,4269,5.9,13.3,5,10.9,0.8,2.4,4,5.4,1.3,3.2,4.5,3,1.1,0.3,2.3,3.3,16.6,0.442,0.461,0.35,0.473,0.736,0.528,5.7
119,Alex Len,2014,2016,PHO,NBA,C,189,93,3701,4.6,10.3,4.6,10.2,0,0.1,2.6,3.6,3.5,7.7,11.2,1.3,0.7,1.8,2.4,5,11.9,0.451,0.454,0.2,0.452,0.714,0.501,4.9
152,Alexey Shved,2013,2015,TOT,NBA,#N/A,182,25,3271,4.9,13.3,3.1,7.5,1.8,5.8,3.3,4.3,0.9,3,3.9,5.1,1.2,0.5,2.7,2.2,14.8,0.369,0.417,0.306,0.436,0.762,0.489,3.1
111,Al-Farouq Aminu,2011,2013,TOT,NBA,SF,223,106,4995,3.9,9,3.4,7.5,0.4,1.5,2,2.7,2.2,6.1,8.4,1.7,1.5,0.8,2.2,3,10.2,0.43,0.457,0.297,0.455,0.754,0.501,5.2
105,Allen Crabbe,2014,2016,POR,NBA,SG,147,17,2888,4.8,10.8,3,6,1.8,4.8,1.4,1.7,0.4,3.3,3.7,1.8,1,0.4,1,3.4,12.9,0.447,0.496,0.385,0.532,0.85,0.56,5.6
137,Alonzo Gee,2010,2012,TOT,NBA,#N/A,130,67,3127,4.3,10.1,3.5,7.8,0.8,2.3,3,3.8,2,4.1,6.2,1.8,1.5,0.4,2.1,2.9,12.4,0.43,0.455,0.345,0.469,0.772,0.528,3.9
4,Andre Drummond,2013,2015,DET,NBA,C,223,173,6364,6.7,11.7,6.7,11.7,0,0,1.9,4.8,5.9,9,14.9,0.7,1.3,2.1,1.6,4,15.3,0.57,0.571,0.167,0.57,0.397,0.552,22
86,Andre Roberson,2014,2016,OKC,NBA,SG,177,151,3238,2.9,6,2.3,3.8,0.6,2.2,0.7,1.2,1.9,4.7,6.7,1.5,1.4,0.9,1.1,3.9,7.1,0.481,0.602,0.274,0.531,0.563,0.54,6.4
288,Andrew Goudelock,2012,2016,TOT,NBA,SG,49,0,475,5.8,14.9,3.6,8.5,2.2,6.4,1.1,1.2,0.5,2,2.6,1.8,0.8,0.2,2.1,2.7,14.9,0.393,0.429,0.345,0.467,0.875,0.485,0
170,Andrew Nicholson,2013,2015,ORL,NBA,PF,191,36,2915,6.4,13.5,5.9,11.9,0.5,1.6,1.7,2.2,1.7,5.6,7.3,1.1,0.6,0.8,1.9,4.1,15,0.474,0.495,0.315,0.492,0.778,0.518,2.4
336,Andy Rautins,2011,2011,NYK,NBA,SG,5,0,24,4.5,10.5,3,4.5,1.5,6,1.5,3,0,1.5,1.5,4.5,1.5,0,10.5,0,12,0.429,0.667,0.25,0.5,0.5,0.508,-0.2
278,Anthony Bennett,2014,2016,TOT,NBA,#N/A,128,3,1641,4.7,12,4.2,10.1,0.5,2,2.1,3.1,2.3,6.3,8.6,1.4,1.2,0.5,1.9,4.1,11.9,0.388,0.414,0.256,0.409,0.657,0.444,0
1,Anthony Davis,2013,2015,TOT,NBA,PF,199,194,6659,8.2,15.6,8.2,15.4,0,0.1,4.8,6.1,2.9,7.3,10.2,1.7,1.4,2.7,1.6,2.7,21.2,0.525,0.529,0.111,0.526,0.789,0.58,30.5
276,Antonio Anderson,2010,2010,OKC,NBA,#N/A,1,0,15,2.4,7.2,2.4,7.2,0,0,0,0,2.4,0,2.4,0,0,0,2.4,2.4,4.8,0.333,0.333,,0.333,,0.333,0
236,Archie Goodwin,2014,2016,PHO,NBA,SG,150,15,2182,5.5,13,4.8,10.1,0.7,2.9,3.8,5.5,1.3,3.7,5,3,1.1,0.5,3.2,3,15.3,0.419,0.474,0.227,0.444,0.689,0.497,0.4
247,Arinze Onuaku,2014,2015,TOT,NBA,#N/A,11,1,98,4.8,7,4.8,7,0,0,1.5,3.7,3.3,7.3,10.7,2.6,0.4,1.1,1.1,3.3,11,0.684,0.684,,0.684,0.4,0.641,0.3
317,Armon Johnson,2011,2012,TOT,NBA,PG,47,0,401,5.9,12.9,5.4,11.6,0.5,1.3,1.7,2.5,1.1,3.3,4.4,5,0.9,0.1,4,3.6,14.1,0.458,0.465,0.4,0.479,0.679,0.502,-0.1
192,Arnett Moultrie,2013,2014,PHI,NBA,PF,59,2,729,4.6,8.5,4.6,8.5,0,0,1.1,1.6,4.3,4.6,8.9,0.6,1.2,0.7,1.3,3.2,10.4,0.547,0.547,,0.547,0.667,0.563,1.7
122,Aron Baynes,2013,2015,SAS,NBA,#N/A,139,21,1754,5.6,10.8,5.6,10.7,0,0.1,2.4,2.8,3.7,6.5,10.2,1.5,0.4,0.7,2.3,5.4,13.6,0.521,0.524,0.2,0.522,0.847,0.567,4.6
158,Austin Daye,2010,2012,DET,NBA,SF,182,24,2964,4.9,12.1,3.5,8.1,1.3,4,2,2.5,1.4,5.2,6.5,1.8,1,1,1.8,4.1,13.1,0.406,0.44,0.337,0.462,0.787,0.498,2.8
216,Austin Rivers,2013,2015,TOT,NBA,SG,206,35,4320,4.5,11.3,3.6,8.7,0.9,2.6,2.1,3.4,0.6,2.7,3.2,3.7,1,0.3,1.8,3.3,12,0.397,0.419,0.326,0.435,0.624,0.467,1
171,Avery Bradley,2011,2013,BOS,NBA,PG,145,78,2965,5,11.5,4.3,9.3,0.8,2.2,1.3,1.7,0.8,2.1,3,2.5,1.4,0.4,2,3.1,12.1,0.438,0.463,0.335,0.471,0.755,0.494,2.3
253,Ben Hansbrough,2013,2013,IND,NBA,#N/A,28,0,200,2.7,8.1,1.6,4,1.1,4.1,3.8,4.9,0.4,2.9,3.2,3.8,1.3,0.4,3.2,4.1,10.3,0.333,0.409,0.261,0.4,0.778,0.501,0.2
145,Ben McLemore,2014,2016,SAC,NBA,SG,232,190,6300,4.6,11.2,2.9,6.2,1.7,5,1.8,2.3,0.7,2.9,3.6,1.7,1,0.3,1.9,3.2,12.8,0.414,0.468,0.346,0.491,0.786,0.524,3.6
226,Ben Uzoh,2011,2012,TOT,NBA,#N/A,60,8,808,4.3,10.8,4.1,10.4,0.1,0.4,2,3.3,2.2,3.5,5.7,5.8,1.3,0.5,2,2.7,10.6,0.395,0.397,0.333,0.401,0.587,0.433,0.7
181,Bernard James,2013,2015,DAL,NBA,C,92,13,761,3.6,7.2,3.6,7.1,0,0.1,2.4,3.5,4,6,10,0.6,0.8,2.9,1.6,5,9.6,0.497,0.507,0,0.497,0.68,0.546,1.9
112,Bismack Biyombo,2012,2014,CHA,NBA,#N/A,220,115,4713,2.8,5.9,2.8,5.9,0,0,1.4,2.9,3.1,6.9,10.1,0.5,0.4,2.6,1.5,3.5,7.1,0.486,0.486,,0.486,0.505,0.501,5.2
2,Blake Griffin,2011,2013,LAC,NBA,PF,228,228,8102,8.1,15.4,8.1,15.1,0.1,0.3,4.3,7.1,3,7.5,10.5,3.6,1,0.6,2.5,3.1,20.7,0.529,0.535,0.206,0.531,0.611,0.558,29.7
44,Bradley Beal,2013,2015,WAS,NBA,SG,192,178,6382,6.4,15.2,4.5,10.4,1.9,4.7,2.3,2.9,0.9,3.2,4.1,3.2,1.1,0.4,1.9,2.3,16.9,0.419,0.428,0.4,0.481,0.786,0.513,10.7
243,Brandon Davies,2014,2015,TOT,NBA,PF,78,6,998,3.9,9.6,3.6,8,0.4,1.6,2.1,3.2,2.7,4.2,6.9,2.1,1.5,0.5,2.3,5.4,10.3,0.411,0.448,0.227,0.43,0.644,0.469,0.3
24,Brandon Jennings,2010,2012,MIL,NBA,#N/A,211,209,7171,6.4,16.4,4.6,11,1.9,5.4,3.1,3.8,0.7,3,3.7,5.7,1.5,0.3,2.5,2.2,17.8,0.393,0.416,0.345,0.45,0.811,0.493,13.6
114,Brandon Knight,2012,2014,TOT,NBA,PG,213,204,6894,5.9,14.3,4.2,9.4,1.7,4.9,2.8,3.6,0.7,3,3.7,4.7,0.9,0.2,2.9,2.4,16.4,0.415,0.446,0.356,0.476,0.771,0.516,5.1
90,Brian Roberts,2013,2015,TOT,NBA,#N/A,222,57,4321,5.3,12.9,3.7,8.5,1.5,4.4,2.2,2.4,0.4,2.5,2.8,5.1,0.9,0.1,1.9,2.6,14.3,0.41,0.439,0.353,0.47,0.919,0.513,6.1
322,Byron Mullens,2010,2012,TOT,NBA,#N/A,91,25,1604,6,14.3,5.7,13.2,0.3,1.1,2.2,2.8,2.4,5.7,8.1,1.3,0.6,1.2,1.9,3.6,14.5,0.418,0.434,0.235,0.428,0.786,0.465,-0.1
71,C.J. McCollum,2014,2016,POR,NBA,#N/A,180,83,4229,7.4,16.8,5,10.9,2.4,5.9,2.2,2.8,0.6,2.8,3.4,3.7,1.3,0.3,2.4,2.7,19.5,0.443,0.461,0.408,0.514,0.784,0.54,8
294,Carldell Johnson,2012,2012,NOH,NBA,#N/A,15,0,119,3.3,10.6,2.1,6.1,1.2,4.5,0.3,0.9,0.3,2.4,2.7,6.7,2.4,0,2.1,3.3,8.2,0.314,0.35,0.267,0.371,0.333,0.372,0
284,Carrick Felix,2014,2014,CLE,NBA,SG,7,0,38,6.6,13.3,4.7,8.5,1.9,4.7,2.8,3.8,0.9,4.7,5.7,3.8,0,0,3.8,3.8,18,0.5,0.556,0.4,0.571,0.75,0.603,0
260,Casper Ware,2014,2014,PHI,NBA,#N/A,9,0,116,5.6,13,3.4,6.5,2.2,6.5,1.6,1.9,0,2.8,2.8,3.1,2.5,0,1.6,3.4,14.9,0.429,0.524,0.333,0.512,0.833,0.538,0.2
335,Cedric Jackson,2010,2010,TOT,NBA,#N/A,12,0,74,2.9,9.7,2.4,6.8,0.5,2.9,3.4,5.8,1,2.9,3.9,6.8,1.5,1,5.4,3.4,9.7,0.3,0.357,0.167,0.325,0.583,0.396,-0.2
10,Chandler Parsons,2012,2014,HOU,NBA,SF,213,207,7345,5.7,12.1,4.1,7.6,1.7,4.5,1.6,2.2,1.2,4.3,5.5,3.4,1.2,0.4,1.8,2.2,14.7,0.473,0.534,0.37,0.542,0.705,0.561,18
233,Charles Jenkins,2012,2013,TOT,NBA,PG,110,29,1334,4.8,11.1,4.7,10.5,0.1,0.6,1.2,1.6,0.4,2.3,2.7,5.8,1.3,0.2,2.2,2.9,11,0.434,0.449,0.182,0.439,0.754,0.465,0.5
58,Chase Budinger,2010,2012,HOU,NBA,SF,210,35,4524,5.9,13.5,3.7,7.6,2.1,5.9,1.9,2.3,1,4.7,5.7,2.3,0.8,0.3,1.4,2.1,15.8,0.435,0.492,0.363,0.514,0.81,0.543,9.6
277,Chris Babb,2014,2014,BOS,NBA,#N/A,14,0,132,2.2,8.2,0.5,0.8,1.6,7.4,0,0,1.1,3.5,4.6,0.8,1.6,0,0.8,3.5,6,0.267,0.667,0.222,0.367,,0.367,0
155,Chris Copeland,2013,2015,TOT,NBA,#N/A,147,25,1955,6.4,14.9,3.8,7.8,2.7,7.1,2,2.6,1.2,3.6,4.8,1.8,0.6,0.6,2.3,4.1,17.5,0.432,0.487,0.373,0.522,0.746,0.545,3
206,Chris Hunter,2010,2010,GSW,NBA,#N/A,60,9,783,5,10,5,9.8,0,0.2,2.4,3.2,2.6,5.1,7.7,1.7,0.6,1.6,1.4,6.1,12.4,0.502,0.512,0,0.502,0.754,0.546,1.3
166,Chris Johnson,2013,2015,TOT,NBA,#N/A,77,2,1417,4,10,2.1,3.9,2,6.1,1.3,1.5,1.1,3,4.1,1.2,1.4,0.3,1,2.8,11.3,0.402,0.529,0.321,0.5,0.852,0.53,2.5
198,Chris Johnson,2011,2013,TOT,NBA,#N/A,71,1,597,4.6,8.3,4.6,8.3,0,0,3.1,4.4,2.8,5.1,8,0.8,1,2.8,2.3,6.2,12.4,0.562,0.562,,0.562,0.699,0.606,1.5
172,Chris Singleton,2012,2014,WAS,NBA,SF,148,62,2605,3.2,8.6,2.4,6.1,0.8,2.5,1.2,1.9,1.5,5,6.5,1.3,1.6,0.8,1.4,4.5,8.5,0.376,0.4,0.319,0.423,0.633,0.449,2.3
300,Chris Smith,2014,2014,NYK,NBA,#N/A,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0
219,Chris Wright,2012,2014,TOT,NBA,#N/A,32,1,312,5.1,9.2,5.1,9.1,0,0.1,3.5,5.3,3.3,4.2,7.5,1,1.6,2.1,1.5,4.5,13.6,0.55,0.557,0,0.55,0.652,0.589,0.9
310,Chris Wright,2013,2013,DAL,NBA,#N/A,3,0,4,9,18,9,18,0,0,0,0,0,0,0,0,0,0,9,0,18,0.5,0.5,,0.5,,0.5,0
346,Christian Eyenga,2011,2012,TOT,NBA,#N/A,51,18,1049,4.7,11.4,3.8,8.1,0.9,3.2,0.8,1.2,1.1,3.6,4.7,1.4,1.3,1.1,1.7,2.9,11,0.411,0.464,0.277,0.45,0.611,0.461,-0.4
32,Cody Zeller,2014,2016,TOT,NBA,C,217,108,4677,4.4,9.3,4.4,9.3,0,0.1,3.4,4.6,2.7,6.3,9,2,1,1.2,1.7,4.1,12.3,0.474,0.477,0.167,0.474,0.752,0.542,12.7
200,Cole Aldrich,2011,2013,TOT,NBA,C,89,0,703,3.8,7,3.8,7,0,0,1.4,1.9,2.9,7.5,10.4,0.8,0.9,2.4,2,5.7,9,0.54,0.54,,0.54,0.711,0.569,1.4
362,Cory Higgins,2012,2013,CHA,NBA,#N/A,44,0,455,4.6,14.2,4.2,12.2,0.4,2,3.4,4.9,0.6,2.4,3,3.2,0.6,0.5,3.1,3.6,13,0.324,0.344,0.2,0.338,0.694,0.398,-1.3
139,Cory Joseph,2012,2014,SAS,NBA,PG,125,29,1590,4.5,10.1,4,8.4,0.5,1.7,2.4,3,1.1,3.1,4.2,4.6,1.3,0.5,1.7,2.8,11.9,0.447,0.48,0.284,0.471,0.806,0.523,3.8
285,Courtney Fortson,2012,2012,TOT,NBA,#N/A,10,0,95,4.2,12.1,3,7.2,1.1,4.9,3.8,5.7,2.3,3.4,5.7,3.8,1.1,0,3.8,1.9,13.3,0.344,0.421,0.231,0.391,0.667,0.453,0
330,Craig Brackins,2011,2012,PHI,NBA,PF,17,1,121,3.9,14.6,3,10.4,0.9,4.2,0.3,0.6,2.1,3.6,5.7,2.7,0.3,0.3,1.2,2.7,8.9,0.265,0.286,0.214,0.296,0.5,0.301,-0.2
295,D.J. Kennedy,2012,2012,CLE,NBA,#N/A,2,0,59,3.1,7.3,1.8,4.9,1.2,2.4,0,1.2,0.6,3.7,4.3,1.8,1.2,0,1.8,4.3,7.3,0.417,0.375,0.5,0.5,0,0.466,0
303,D.J. Stephens,2014,2014,MIL,NBA,#N/A,3,0,15,7.2,16.8,7.2,16.8,0,0,2.4,2.4,2.4,9.6,12,0,0,0,0,0,16.8,0.429,0.429,,0.429,1,0.47,0
328,DaJuan Summers,2010,2012,TOT,NBA,SF,81,7,813,4.5,11.7,3.2,8.2,1.3,3.5,1.9,3,1.1,2.5,3.5,1.2,0.8,0.4,1.6,4.6,12.2,0.386,0.395,0.367,0.441,0.642,0.47,-0.1
3,Damian Lillard,2013,2015,POR,NBA,PG,246,246,9029,6.8,15.8,4.4,9.3,2.4,6.5,3.9,4.6,0.5,3.2,3.7,6,0.9,0.2,2.6,2.1,19.8,0.429,0.472,0.368,0.505,0.861,0.558,26
293,Damion James,2011,2013,TOT,NBA,SF,34,16,573,3.7,8.7,3.7,8.4,0,0.3,1.6,2.5,1.5,6,7.5,1.4,1.4,1.2,2.3,3.3,9,0.428,0.44,0,0.428,0.65,0.463,0
215,Daniel Orton,2012,2014,TOT,NBA,C,51,6,542,3.3,6.8,3.3,6.8,0,0.1,2.9,4.8,3.2,5.2,8.4,1.6,1.2,1.9,1.9,5.4,9.5,0.485,0.49,0,0.485,0.597,0.531,1
118,Danny Green,2010,2012,TOT,NBA,SG,94,38,1729,5.1,11.5,2.7,5.7,2.4,5.7,1.7,2.2,1.4,4.1,5.4,1.9,1.4,1,1.6,2.6,14.2,0.441,0.464,0.418,0.545,0.783,0.572,4.9
79,Dante Cunningham,2010,2012,TOT,NBA,PF,205,25,3468,4.9,10,4.8,9.8,0,0.2,1.3,1.9,2.5,4.6,7.1,1,1.2,1,1,3.9,11,0.485,0.493,0.059,0.485,0.676,0.507,7.4
334,Darington Hobson,2012,2012,MIL,NBA,SG,5,0,39,1.8,12,1.8,6.5,0,5.5,0,0,0,2.8,2.8,5.5,0,0,1.8,0.9,3.7,0.154,0.286,0,0.154,,0.154,-0.2
342,Darius Johnson-Odom,2013,2014,TOT,NBA,SG,7,0,21,0,18.9,0,12,0,6.9,0,3.4,1.7,8.6,10.3,3.4,1.7,0,3.4,5.1,0,0,0,0,0,0,0,-0.3
209,Darius Miller,2013,2015,TOT,NBA,SF,102,10,1460,2.9,6.9,1.8,3.6,1.2,3.3,0.9,1.1,0.4,2.8,3.2,2.2,1,0.5,1.1,4.6,7.9,0.42,0.483,0.351,0.504,0.841,0.533,1.2
270,Darius Morris,2012,2014,TOT,NBA,PG,94,17,1165,4,10.1,2.8,6.6,1.2,3.5,1.5,2.2,1,2,3.1,4.4,1.1,0.1,2.8,3.3,10.7,0.399,0.423,0.354,0.46,0.653,0.485,0.1
38,Darren Collison,2010,2012,TOT,NBA,PG,215,172,6347,5.7,12.4,5,10.5,0.7,1.9,2.7,3.2,0.6,2.8,3.4,6.4,1.2,0.2,2.9,1.7,14.8,0.46,0.478,0.363,0.488,0.853,0.537,11.1
194,David Andersen,2010,2011,TOT,NBA,#N/A,103,0,1264,5.8,13.1,4.8,10.3,1,2.9,1.7,2.5,2.1,6.2,8.3,1.6,0.6,0.6,1.7,4.5,14.3,0.44,0.467,0.347,0.478,0.674,0.501,1.5
228,DeAndre Liggins,2012,2014,TOT,NBA,SG,57,1,406,3,6.5,2.4,4.4,0.6,2,1.6,3.3,1.8,4.3,6.1,1.8,2.1,0.3,2.1,3.5,8.2,0.466,0.54,0.304,0.514,0.486,0.521,0.6
27,DeJuan Blair,2010,2012,SAS,NBA,PF,227,150,4591,6.6,12.4,6.6,12.4,0,0,2,3.3,4.5,6.8,11.3,1.7,1.6,0.7,2.5,4.7,15.1,0.528,0.53,0,0.528,0.602,0.545,13.4
70,DeMar DeRozan,2010,2012,TOR,NBA,SG,222,210,6721,6.3,13.8,6.1,12.9,0.2,0.9,4,5,1,3,4,1.8,0.9,0.4,1.8,3,16.7,0.457,0.474,0.206,0.464,0.802,0.525,8
59,DeMarcus Cousins,2011,2013,SAC,NBA,C,220,198,6548,7.5,16.7,7.4,16.4,0,0.3,4.7,6.6,3.9,7.9,11.8,2.8,1.6,1.1,3.6,4.7,19.7,0.448,0.453,0.167,0.45,0.71,0.502,9.6
211,DeMarre Carroll,2010,2012,TOT,NBA,SF,107,10,1193,4.1,10.2,3.9,9.5,0.2,0.8,1.5,2.1,2.5,3.9,6.4,1.7,1.2,0.3,1.1,4.5,9.8,0.398,0.408,0.28,0.409,0.69,0.44,1.1
291,Dennis Horner,2012,2012,NJN,NBA,#N/A,8,0,22,1.6,6.5,1.6,4.9,0,1.6,4.9,6.5,3.3,4.9,8.2,0,0,0,1.6,1.6,8.2,0.25,0.333,0,0.25,0.75,0.434,0
138,Dennis Schroder,2014,2016,ATL,NBA,#N/A,206,16,3778,6.5,15.6,5.2,11.5,1.3,4.1,3.1,3.8,0.6,3.5,4.1,7.2,1.3,0.1,3.8,3,17.4,0.419,0.453,0.324,0.462,0.795,0.505,3.9
266,DeQuan Jones,2013,2013,ORL,NBA,#N/A,63,17,803,4.3,9.8,3.9,8.2,0.4,1.6,1.5,2.3,0.8,3.9,4.7,0.7,0.9,1,1.3,2.5,10.4,0.436,0.47,0.257,0.456,0.667,0.485,0.1
124,Derrick Brown,2010,2012,TOT,NBA,SF,171,18,2554,5,9.7,4.8,9.1,0.2,0.6,2.5,3.8,2.4,3.5,5.8,1.7,1.3,0.5,1.5,2.9,12.6,0.515,0.528,0.317,0.525,0.637,0.554,4.5
262,Derrick Byars,2012,2012,SAS,NBA,#N/A,2,0,37,2.9,10.7,2.9,4.9,0,5.8,3.9,3.9,5.8,4.9,10.7,1,1.9,0,0,1.9,9.7,0.273,0.6,0,0.273,1,0.392,0.1
239,Derrick Caracter,2011,2011,LAL,NBA,C,41,0,215,5.4,11.1,5.4,11.1,0,0,2.8,3.9,3.2,4,7.2,1.2,0.7,1.7,3.2,7.9,13.6,0.485,0.485,,0.485,0.739,0.532,0.3
47,Derrick Favors,2011,2013,TOT,NBA,PF,220,44,4698,5.4,11,5.4,10.9,0,0,3.1,4.8,3.9,6.7,10.6,1.2,1,2,2.4,4.9,14,0.498,0.499,0,0.498,0.651,0.537,10.3
81,Derrick Williams,2012,2014,TOT,NBA,PF,222,86,5154,5.2,12.3,4.3,9.3,0.9,3,3.6,5.1,1.7,5.7,7.4,1,0.9,0.6,1.8,2.3,14.9,0.424,0.466,0.296,0.46,0.708,0.513,7.4
231,Devin Ebanks,2011,2013,LAL,NBA,SG,63,15,711,4.2,10.8,3.7,9,0.4,1.8,2.6,3.6,2.6,3.6,6.2,1.2,0.9,0.6,1.8,2.8,11.3,0.385,0.418,0.222,0.404,0.722,0.458,0.5
121,Dewayne Dedmon,2014,2016,TOT,NBA,C,148,41,1940,4.2,7.8,4.2,7.8,0,0,2.1,3.2,4.1,7.9,12.1,0.5,0.8,2.2,1.9,5.9,10.5,0.54,0.542,0,0.54,0.651,0.571,4.7
235,Dexter Pittman,2011,2013,TOT,NBA,C,48,6,344,5.1,11.3,5.1,11.3,0,0,1.9,3.2,3.7,5.3,9,0.9,0.8,0.8,2.3,8.7,12.1,0.454,0.454,,0.454,0.581,0.477,0.5
360,Diante Garrett,2013,2014,TOT,NBA,#N/A,90,0,1197,3.5,9.4,2.3,6.1,1.2,3.3,0.5,0.7,0.5,2.9,3.4,4.5,1.5,0.2,2.7,2.4,8.7,0.373,0.384,0.351,0.435,0.682,0.445,-1
143,Dion Waiters,2013,2015,TOT,NBA,SG,211,95,6036,6.8,16.4,5.4,12.3,1.4,4.2,2.6,3.7,0.6,2.6,3.2,3.3,1.3,0.3,2.3,2.5,17.6,0.414,0.444,0.326,0.456,0.705,0.487,3.7
240,Dionte Christmas,2014,2014,PHO,NBA,SF,31,0,198,4,11.3,2.4,5.6,1.6,5.6,3.3,4.4,2.4,4.5,6.9,1.5,0.4,0.5,1.1,3.5,12.9,0.355,0.419,0.29,0.427,0.75,0.489,0.3
246,Dominique Jones,2011,2013,DAL,NBA,SG,80,4,741,4,11,3.9,10,0.1,1,3.8,5.2,1.6,3.9,5.5,7,1.4,0.5,3.7,3.1,12,0.366,0.393,0.095,0.37,0.729,0.449,0.3
273,Donald Sloan,2012,2014,TOT,NBA,#N/A,104,12,1324,4.1,10.7,3.6,8.3,0.5,2.3,1.5,2,0.7,3.1,3.8,5.2,0.8,0.1,2.3,2,10.2,0.382,0.427,0.221,0.406,0.733,0.439,0.1
83,Donatas Motiejunas,2013,2015,HOU,NBA,#N/A,177,79,3527,5.9,12.3,5,9.3,1,3.1,1.9,3.2,2.4,5.2,7.5,2,0.8,0.7,2.1,4.2,14.8,0.481,0.536,0.313,0.519,0.607,0.537,6.7
267,Doron Lamb,2013,2014,TOT,NBA,SG,100,0,1272,3.5,9.1,2.1,5.5,1.4,3.6,1.4,2,0.5,2.2,2.7,2.1,0.7,0,1.5,3,9.8,0.381,0.372,0.394,0.458,0.7,0.488,0.1
23,Draymond Green,2013,2015,GSW,NBA,PF,240,92,5348,4.1,10,2.9,6.2,1.2,3.8,1.7,2.5,1.7,7.1,8.9,3.3,1.8,1.3,1.9,4.3,11.2,0.412,0.467,0.321,0.473,0.685,0.504,13.6
280,Dwight Buycks,2014,2015,TOT,NBA,#N/A,20,0,269,4.4,11.8,2.8,8,1.6,3.7,2.3,2.5,0.8,3.9,4.7,3.2,1.5,0,2.9,1.9,12.7,0.375,0.35,0.429,0.443,0.895,0.493,0
241,Earl Clark,2010,2012,TOT,NBA,PF,138,1,1406,4.5,11.5,4.4,11.2,0.1,0.3,1.9,2.9,2.3,5,7.3,1.2,0.7,1.6,1.9,3.6,10.9,0.391,0.395,0.2,0.393,0.661,0.428,0.3
28,Ed Davis,2011,2013,TOT,NBA,PF,212,54,4767,4.9,9,4.9,9,0,0,1.9,3,3.4,6.8,10.3,1.2,0.9,1.6,1.3,4,11.6,0.544,0.544,0,0.544,0.611,0.563,13.2
308,Edwin Ubiles,2012,2012,WAS,NBA,#N/A,4,0,52,3.5,12.5,2.8,9,0.7,3.5,2.1,2.1,1.4,5.5,6.9,0.7,0.7,0.7,0.7,0.7,9.7,0.278,0.308,0.2,0.306,1,0.362,0
109,Ekpe Udoh,2011,2013,TOT,NBA,C,195,38,3632,3.4,7.8,3.4,7.8,0,0,2.2,2.9,2.9,3.9,6.8,1.4,1,2.7,1.4,4.5,8.9,0.434,0.436,0,0.434,0.731,0.49,5.4
290,Elias Harris,2014,2014,LAL,NBA,#N/A,2,0,11,0,3.3,0,3.3,0,0,0,0,3.3,0,3.3,3.3,3.3,0,0,0,0,0,0,,0,,0,0
224,Elliot Williams,2012,2015,TOT,NBA,#N/A,104,2,1425,4.8,11.3,3.5,7,1.3,4.3,2.4,3.6,0.9,3,4,2.3,1.1,0.2,1.9,3.9,13.4,0.426,0.496,0.312,0.485,0.667,0.519,0.8
89,Enes Kanter,2012,2014,UTA,NBA,C,216,39,4090,6.5,12.9,6.5,12.9,0,0,2.7,3.7,4.1,6.3,10.4,1,0.7,0.9,2.6,3.8,15.8,0.505,0.506,0.333,0.506,0.732,0.543,6.2
132,Eric Bledsoe,2011,2013,LAC,NBA,PG,197,38,3858,4.7,11,4.1,8.9,0.6,2.1,2.2,2.9,1.6,3.2,4.8,5.5,2.2,0.9,3.5,2.8,12.3,0.431,0.459,0.308,0.46,0.749,0.5,4.2
264,Eric Dawson,2012,2012,SAS,NBA,#N/A,4,0,39,6.5,11.1,6.5,11.1,0,0,0.9,1.8,4.6,4.6,9.2,0,0.9,1.8,2.8,5.5,13.8,0.583,0.583,,0.583,0.5,0.582,0.1
147,Eric Maynor,2010,2012,TOT,NBA,PG,172,2,2606,4.2,10.2,3.3,7.7,0.9,2.5,1.4,1.9,0.7,3,3.6,7.3,1.1,0.2,2.4,3.1,10.6,0.408,0.426,0.353,0.452,0.733,0.48,3.5
323,Erik Murphy,2014,2014,CHI,NBA,C,24,0,62,1.7,7.5,1.7,5.8,0,1.7,0,0,1.2,3.5,4.6,1.2,0,2.3,1.2,4.1,3.5,0.231,0.3,0,0.231,,0.231,-0.1
174,E'Twaun Moore,2012,2014,TOT,NBA,SG,192,24,3519,4.9,11.9,3.4,7.8,1.4,4.1,1.1,1.4,0.8,2.6,3.4,3.6,1.2,0.4,1.9,2.7,12.2,0.407,0.437,0.35,0.467,0.791,0.488,2.2
225,Eugene Jeter,2011,2011,SAC,NBA,#N/A,62,1,858,4.4,10.9,4.2,9.6,0.3,1.3,1.6,1.7,0.4,2.6,2.9,6.8,1.2,0.1,2.1,2.3,10.7,0.409,0.437,0.2,0.421,0.902,0.46,0.7
